schoolCode, schoolName, departmentCode, departmentName, departmentAbbreviation, departmentType, genderRequirement, practicalExam, notifyOrAnnounceExam, documentSubmissionDeadline, examStartDate, examEndDate, examDate1, examDate2, examDate3, announcementDate, reviewDate, chineseTest, englishTest, mathATest, mathBTest, socialTest, scienceTest, englishListeningTest, chineseMultiplier, englishMultiplier, mathAMultiplier, mathBMultiplier, socialMultiplier, scienceMultiplier, customSubjectCombination, customSubjectCombinationMultiplier, sameLevelScoreExcessSelectionOrder1, sameLevelScoreExcessSelectionOrder2, sameLevelScoreExcessSelectionOrder3, sameLevelScoreExcessSelectionOrder4, programmingConceptTest, programmingConceptTestMultiplier, programmingPracticalTest, programmingPracticalTestMultiplier, chineseScoreCalculation, englishScoreCalculation, mathAScoreCalculation, mathBScoreCalculation, socialScoreCalculation, scienceScoreCalculation, selectionScoreRatio, designatedItem1, designatedItem2, designatedItem3, designatedItem4, designatedItem5, designatedItem6, designatedItem1Test, designatedItem2Test, designatedItem3Test, designatedItem4Test, designatedItem5Test, designatedItem6Test, designatedItem1ScoreRatio, designatedItem2ScoreRatio, designatedItem3ScoreRatio, designatedItem4ScoreRatio, designatedItem5ScoreRatio, designatedItem6ScoreRatio, tieBreakerOrder1, tieBreakerOrder2, tieBreakerOrder3, tieBreakerOrder4, examFee, document1, document2, document3, document4, document5, document6, documentDescription, designatedItemDescription, remarks, enrollmentQuota, maleEnrollmentQuota, femaleEnrollmentQuota, indigenousAdditionalQuota, outlyingIslandAdditionalQuota, outlyingIslandAdditionalQuotaDescription, visionProgramAdditionalQuota, expectedExamCount, practicalExamItem1Test, practicalExamItem2Test, practicalExamItem3Test, practicalExamItem4Test, practicalExamItem5Test, practicalExamItem1Multiplier, practicalExamItem2Multiplier, practicalExamItem3Multiplier, practicalExamItem4Multiplier, practicalExamItem5Multiplier, practicalExamItem1ScoreCalculation, practicalExamItem2ScoreCalculation, practicalExamItem3ScoreCalculation, practicalExamItem4ScoreCalculation, practicalExamItem5ScoreCalculation, practicalExamScoreRatio, testResult
014,淡江大學,014492,電機工程學系電機資訊組(APCS組),電資APCS,一般,--,--,2025/3/27,2025/5/6,,,2025/5/17,,,2025/5/28,2025/5/30,--,--,後標,後標,--,--,--,0,20,0,0,0,0,--,0,學測英文級分,,,,2級,10,2級,10,0,1,0,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,面試,審查資料,學測英文級分,,1100,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、J、M、N),學習歷程自述(P、Q),其他有利審查資料,,1.課程學習成果準備指引：請提供能展現數學、物理、電機相關領域或能顯示電機工程相關學習能力之課程學習成果。2.多元表現準備指引：所含項目無需全部具備。3.其他有利審查資料：如有大學程式設計先修檢測（APCS成績）等資料請檢附，可作為加分依據。,通通過第一階段篩選並完成報名繳費者，請務必於5月6日前確認審查資料上傳；相關規定請詳見本校招生資訊網頁「第二階段甄試規定」，網址： https://adms.tku.edu.tw。,"1.以培育半導體、IC設計、人工智慧、資訊及網路領域之高科技人才為目標，提供系列「希望工程」措施協助學生學習；提供國際交流機會，系上學生在國際競賽、科技部大專生專題等方面皆有極為傑出表現；本組課程包含電機基礎課程、半導體、IC設計、智慧電子、網路安全、物聯網及嵌入式系統等領域，兼具強調理論與實務並重之訓練。2.本系聯絡電話： (02)26215656 分機2615; 本系網址：http://www.ee.tku.edu.tw/
3.本系通過工程教育認證第2018Y091號。",5,0,0,0,0,,0,50,,,,,,,,,,,,,,,,,無資料
014,淡江大學,014502,人工智慧學系(APCS組),AiAPCS,一般,--,--,2025/3/27,2025/5/6,,,2025/5/17,,,2025/5/28,2025/5/30,--,--,後標,後標,--,--,--,16,0,0,0,0,0,--,0,學測國文、英文之級分總和,學測英文級分,學測國文級分,,2級,10,2級,10,1,1,0,0,0,0,30,審查資料,團體面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,團體面試,審查資料,學科能力測驗成績,學測英文級分,1100,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、I、J、N),學習歷程自述(O、P、Q),其他有利審查資料,,課程學習成果、多元表現與人工智慧相關尤佳。,"1.團體面試(含臨場寫作)：主要在評量學生的臨場寫作能力、對本學系的理解與認識以及反應思辨能力。
2.團體面試每場約2小時，考生除應繳交審查資料外，須全程參加指定之場次。
3.通過第一階段篩選並完成報名繳費者，請務必於5月6日前確認審查資料上傳；相關規定請詳見本校招生資訊網頁「第二階段甄試規定」，網址：https://adms.tku.edu.tw。","1.本系以培育將人工智慧應用於機器人、物聯網、大數據分析與自然語言處理等領域之高科技人才為目標，課程的設計是以應用實務為導向，前三年之每一個學期均有實務實作的實驗與專題課程，讓學生在「學中做、做中學」中將該學期或學年所學的課程內容做一個小專題。此外，第四學年規劃至產業界實習之「專業實習學程」，讓學生在畢業前就與企業有不錯的互動，更是能為企業所用之具有應用人工智慧技術的高科技人才。
2.本系聯絡電話：(02)26215656分機3659;本系網址：http://www.ai.tku.edu.tw/。",5,0,0,0,0,,0,50,,,,,,,,,,,,,,,,,無資料
014,淡江大學,014512,資訊管理學系(APCS組),資管APCS,一般,--,--,2025/3/27,2025/5/6,,,2025/5/17,,,2025/5/28,2025/5/30,--,--,--,後標,--,--,--,0,0,0,8,0,0,--,0,學測國文、英文、數學B之級分總和,,,,2級,15,2級,15,1,1.5,0,2,0,0,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,學測數學B級分,學測英文級分,學測國文級分,面試,1100,修課紀錄(A),課程學習成果(B、C、D、E),多元表現(G、I、J、L、N),學習歷程自述(O、P、Q),,,1.修課記錄（A）課程學習成果（B、C、D、E）、多元表現（G、I、J、L）、學習歷程自述（O、P、Q），所含項目無需全部具備。2.多元表現「L.檢定證照」，例如 APCS成績(程式設計概念題、程式設計實作題)。3.社團活動經驗(G)：含資訊相關活動。,通過第一階段篩選並完成報名繳費者，請務必於5月6日前確認審查資料上傳；相關規定請詳見本校招生資訊網頁「第二階段甄試規定」，網址： https://adms.tku.edu.tw。,"1特色：本系旨在因應資訊科技潮流，培育優秀資訊技術及管理規劃人才。除了強調敬業態度與團隊精神，特別重視程式設計、人工智慧、網路管理、大數據分析、雲端應用等實作能力之養成，鼓勵專題競賽、證照考取、企業實習、交換生等外部交流，及推動學生自主學習組織之發展。
2.本系聯絡電話：(02)26215656　分機2645。  
3.本系網址：www.im.tku.edu.tw。",5,0,0,0,0,,0,40,,,,,,,,,,,,,,,,,無資料
014,淡江大學,014522,建築學系(青年儲蓄帳戶組),建築青儲戶,一般,--,--,2025/3/27,2025/5/6,,,,,,2025/5/28,2025/5/30,後標,後標,--,--,--,--,--,0,0,0,0,0,0,--,0,(無),,,,,,,,0,0,0,0,0,0,0,審查資料,,,,,,0,0,0,0,0,0,100,0,0,0,0,0,審查資料,,,,500,修課紀錄(A),課程學習成果(B、C),多元表現(F、J、K、M、N),學習歷程自述(O、P、Q),體驗學習報告書,,"1.課程學習成果、多元表現、學習歷程自述請詳閱「審查資料準備指引」。
2.其他(R.體驗學習報告書) 70%",通過第一階段篩選並完成報名繳費者，請務必於5月6日前確認審查資料上傳；相關規定請詳見本校招生資訊網頁「第二階段甄試規定」，網址： https://adms.tku.edu.tw 。,"1.本系以培育兼具「國際」及「在地」視野之專業建築人才為導向。課程包括建築與城市設計、社區與城鄉營造、永續與智慧建築、構築與真實建造、數位設計與製造、建築歷史與理論，並以建築設計為演練整合平台。修業年限五年，畢業後將具資格報考建築師與國內各類相關考試，並從事建築設計相關行業。
2.本系聯絡電話：(02)26215656　分機2620　本系網址：www.arch.tku.edu.tw。
3.本系通過建築教育認證第2023Y097號。",1,0,0,0,0,,0,50,,,,,,,,,,,,,,,,,無資料
015,逢甲大學,015012,機械與電腦輔助工程學系,機電系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,0,0,0,0,0,0,國數A自,3,學測國文、數學A、自然之級分總和,,,,,,,,1,0,1,0,0,1,30,審查資料,面試,,,,,0,0,0,0,0,0,45,25,0,0,0,0,審查資料,面試,學科能力測驗成績,學測自然級分,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、M、N),學習歷程自述(O、P、Q),跨領域或多元學習成果,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。 3.若有其他各類型有助展現個人能力特質或學習表現，歡迎上傳至其他「R.跨領域或多元學習成果」。,優先錄取低收入戶及中低收入戶考生至多2名。,"1.招收對(1)電腦輔助設計分析與製造。(2)材料成型加工與新製造技術。(3)自動控制與機電整合。
(4)動力熱能與流體機械。(5)機械元件設計與機構分析等有興趣者。
2.本系網址：https://mcae.fcu.edu.tw
3.聯絡電話：(04)24517250轉3506",63,0,0,2,0,,0,189,,,,,,,,,,,,,,,,,國+數A+自=29、有
015,逢甲大學,015022,纖維與複合材料學系,纖複系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,0,0,0,0,0,0,國數A自,3,學測國文、數學A、自然之級分總和,,,,,,,,1,0,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測自然級分,學測數學A級分,學測國文級分,面試,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、J、L、N),學習歷程自述(O、P、Q),其他有利審查資料,,1.審查資料係提供指定項目【資料審查】及【面試】使用，參加第二階段甄試考生皆須繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有利審查資料:若有其他展現邏輯推理、實證能力或團隊合作等資料，歡迎提供。,面試旨在評量學生對本系的認識及個人未來發展規劃等。,"1.招收對高分子、纖維、奈米、複合材料、染色整理、能源與生醫材料相關領域有興趣者及具備團隊合作精神者。
2.本系網址 https://fcm.fcu.edu.tw/  連絡電話04-24517250轉3402",31,0,0,2,0,,0,93,,,,,,,,,,,,,,,,,國+數A+自=27、有
015,逢甲大學,015032,工業工程與系統管理學系A組,工工系A組,一般,--,--,2025/3/27,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,後標,--,--,--,--,0,0,0,0,0,0,國英數A,3,學測國文、英文、數學A之級分總和,,,,,,,,1,1,1,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測數學A級分,學測英文級分,學測國文級分,面試,1000,修課紀錄(A),課程學習成果(B),多元表現(F、G、M、N),學習歷程自述(O、P、Q),跨領域或多元學習成果,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。 3.若有其他各類型有助展現個人能力特質或學習表現，歡迎上傳至其他「R.跨領域或多元學習成果」,1.面試旨在於評量學生的表達能力及反應能力等。 2.參加第二階段甄試考生須參加面試，未參加者視同放棄甄試。,"1.本系有e世代科技與國際化宏觀的課程設計，將工業工程 (Industrial Engineering, IE) 的縮寫，賦予更積極的Integrating Expert的新意，以培育具有永續觀念以及充分發揮資源效能的現代工程人才，迎接未來挑戰，具備競爭力、就業力及全球移動力。本系課程規劃與設計目標，是培養學生具備工業4.0人才所需之良好團隊合作、自我表達、雲端設計、大數據分析以及解決問題與專案管理能力。
2.本系網址：https://inde.fcu.edu.tw/ 電話:(04)24517250轉3607。",30,0,0,0,0,,0,90,,,,,,,,,,,,,,,,,國+英+數A=25、有
015,逢甲大學,015042,工業工程與系統管理學系B組,工工系B組,一般,--,--,2025/3/27,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/30,--,--,--,後標,--,--,--,0,0,0,0,0,0,國英數B,3,學測國文、英文、數學B之級分總和,,,,,,,,1,1,0,1,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測數學B級分,學測英文級分,學測國文級分,面試,1000,修課紀錄(A),課程學習成果(B),多元表現(F、G、M、N),學習歷程自述(O、P、Q),跨領域或多元學習成果,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。 3.若有其他各類型有助展現個人能力特質或學習表現，歡迎上傳至其他「R.跨領域或多元學習成果」,1.面試旨在於評量學生的表達能力及反應能力等。 2.參加第二階段甄試考生須參加面試，未參加者視同放棄甄試。,"1.本系有e世代科技與國際化宏觀的課程設計，將工業工程 (Industrial Engineering, IE) 的縮寫，賦予更積極的Integrating Expert的新意，以培育具有永續觀念以及充分發揮資源效能的現代工程人才，迎接未來挑戰，具備競爭力、就業力及全球移動力。本系課程規劃與設計目標，是培養學生具備工業4.0人才所需之良好團隊合作、自我表達、雲端設計、大數據分析以及解決問題與專案管理能力。 
2.本系網址：https://inde.fcu.edu.tw/ 電話:(04)24517250轉3607。",47,0,0,1,0,,0,141,,,,,,,,,,,,,,,,,國+英+數B=26、有
015,逢甲大學,015052,化學工程學系,化工系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,--,--,--,後標,--,0,0,0,0,0,0,國英數A自,3,學測國文、英文、數學A、自然之級分總和,,,,,,,,1,1,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測自然級分,學測數學A級分,學測英文級分,學測國文級分,1000,修課紀錄(A),課程學習成果(B、D),多元表現(F、G、I、J、N),學習歷程自述(O、P、Q),其他有利審查之資料,,"1.審查資料係提供指定項目「審查資料」使用，參加第二階段甄試之考生皆須繳交審查資料。
2.審查重點及準備指引請至本校招生網頁查看。
3.其他(R.其他有利審查之資料):可提供各類型活動或其他多元表現之成果或心得。",面試旨在於評量學生的表達能力及反應能力等。,"1.招收對先進化材、光電與半導體、生化生醫、綠色製程與能源等領域有興趣之學生，藉以培養優秀化學工程專業人才。
2.本系網址:https://che.fcu.edu.tw/，連絡電話:(04)24517250轉3654。",61,0,0,2,0,,0,183,,,,,,,,,,,,,,,,,國+英+數A+自=38、有
015,逢甲大學,015062,航太與系統工程學系,航太系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,0,0,0,0,0,0,國英數A自,3,學測國文、英文、數學A、自然之級分總和,,,,,,,,1,1,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學科能力測驗成績,學測自然級分,學測數學A級分,學測國文級分,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、H、J、L、N),學習歷程自述(O、P、Q),其他有利審查資料,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有利審查資料可包含航太活動參與經驗、航太時事反思、與航太相關連結事證或資料、英文能力或外語學習歷程、海外交流經驗等成果或心得。,"1.面試在評量學生的表達能力、反應能力及本系相關知識等。
2.優先錄取低收入戶及中低收入戶考生至多1名。","1.選擇就讀本系，基本上需對自然科學有興趣，若對航空太空方面有興趣者尤佳。
2.本系旨在培育包括飛具設計、噴射推進、電腦輔助工程、尖端航太材料、電子構裝、能源工程、飛行控制、民航飛行以及系統工程等航太高
科技相關領域之專業人才。
3.本系網址：https://aero.fcu.edu.tw/，諮詢電話：(04)24517250轉3951。",74,0,0,2,0,,0,222,,,,,,,,,,,,,,,,,國+英+數A+自=37、有
015,逢甲大學,015072,精密系統設計學士學位學程,精密學程,一般,--,--,2025/3/27,2025/5/7,,,2025/5/15,,,2025/5/28,2025/5/30,--,後標,--,--,--,--,--,0,0,0,0,0,0,國英數A,3,學測國文、英文、數學A之級分總和,,,,,,,,1,1,1,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學科能力測驗成績,審查資料,學測數學A級分,學測英文級分,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、J、K、N),學習歷程自述(O、P、Q),跨領域或多元學習成果,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.若有其他各類型有助展現個人能力特質或學習表現，歡迎上傳至其他「R.跨領域或多元學習成果」。,"1.參加第二階段甄試考生皆須參加面試，未參加者皆視為放棄甄選資格。
2.面試以邏輯思考、專業素養、表達與溝通能力為評分之主要依據，評量學生的表達能力、反應能力及本學程相關知識等。","1.本學程以精密工程為課程核心，規劃精密機械、智慧自動化及軟硬體系統設計等三大領域課程，並藉由問題導向學習方式，培養學生跨域問題解決能力，以培育產業升級轉型人才；本學程尤為重視產業實習與實作，藉由動手做、做中學、學中覺精神，使學生兼備學理知識及實務技能，成為學用合一之精密系統設計跨域實作人才。
2.本學程網址：https://psd.fcu.edu.tw/，連絡電話：(04)24517250轉3572。",28,0,0,1,0,,0,84,,,,,,,,,,,,,,,,,國+英+數A=24、有
015,逢甲大學,015082,應用數學系A組,應數系A組,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,後標,--,--,--,--,0,0,0,0,0,0,國英數A,3,學測國文、英文、數學A之級分總和,,,,,,,,1,1,1.5,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,同級分超額篩選科目一,面試,審查資料,學測數學A級分,1000,修課紀錄(A),課程學習成果(B、C),多元表現(G、I、K、M、N),學習歷程自述(O、P、Q),,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。,面試旨在評量學生自我學習能力及對數學的興趣、邏輯思考能力、運用數學解決問題的能力，詳細時間及地點請參考本校網頁公告。,"1.本系以培養學生具備數學、統計、資訊之綜合應用能力為目標，訓練學生發掘、分析及處理問題的能力，並透過跨領域學習、專題實作、專業證照及競賽等，強化職場競爭力。歡迎有興趣於數學建模、數據科學及人工智慧領域的同學，加入本系行列。未來可擔任數據分析師、機率工程師、品管工程師、人工智慧工程師、資安應用工程師等產業專業人才。
2.本系網頁：https://apmath.fcu.edu.tw，聯絡電話：(04)24517250轉5102。",46,0,0,0,0,,0,138,,,,,,,,,,,,,,,,,國+英+數A=23、有
015,逢甲大學,015092,應用數學系B組,應數系B組,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,後標,--,--,--,0,0,0,0,0,0,國英數B,3,學測國文、英文、數學B之級分總和,,,,,,,,1,1,0,1.5,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,同級分超額篩選科目一,面試,審查資料,學測數學B級分,1000,修課紀錄(A),課程學習成果(B、C),多元表現(G、I、K、M、N),學習歷程自述(O、P、Q),,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。,面試旨在評量學生自我學習能力及對數學的興趣、邏輯思考能力、運用數學解決問題的能力，詳細時間及地點請參考本校網頁公告。,"1.本系以培養學生具備數學、統計、資訊之綜合應用能力為目標，訓練學生發掘、分析及處理問題的能力，並透過跨領域學習、專題實作、專業證照及競賽等，強化職場競爭力。歡迎有興趣於數學建模、數據科學及人工智慧領域的同學，加入本系行列。未來可擔任數據分析師、機率工程師、品管工程師、人工智慧工程師、資安應用工程師等產業專業人才。
2.本系網頁：https://apmath.fcu.edu.tw，聯絡電話：(04)24517250轉5102。",19,0,0,1,0,,0,57,,,,,,,,,,,,,,,,,國+英+數B=25、有
015,逢甲大學,015102,材料科學與工程學系,材料系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,--,--,--,後標,--,0,0,0,0,0,5,國英數A自,3,學測國文、英文、數學A、自然之級分總和,,,,,,,,1,1,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,同級分超額篩選科目一,學測自然級分,學測英文級分,學測數學A級分,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、G、J、M、N),學習歷程自述(O、P、Q),其他有利審查資料,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有利審查資料：各類學習成果或多元活動參與證明或心得，歡迎提供，重質不重量。,面試旨在評量學生自我學習能力及對數學與自然之興趣，透過邏輯思考與運用相關知識於解決問題的能力，詳細時間及地點請參考本校/系網頁公告。,"1.本系為理論與實務並重之學系，由材料基礎科學至尖端科技，培養學生宏觀視野。課程規劃有高性能合金與積層製造、奈米電子元件與智慧感測、再生能源材料與永續發展等三大特色領域，另提供獎助學金，國外交換學生、海外移地教學及國內外產業實習機會。學生具高度就業競爭力。
2.本系網址https://mse.fcu.edu.tw，聯絡電話：(04)24517250轉5304。",71,0,0,1,0,,0,213,,,,,,,,,,,,,,,,,自=9、國+英+數A+自=39、有
015,逢甲大學,015112,環境工程與科學學系,環科系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,--,--,--,--,後標,--,0,0,0,0,0,0,國數A自,3,學測國文、數學A、自然之級分總和,,,,,,,,1,0,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,面試,審查資料,同級分超額篩選科目一,學測自然級分,1000,修課紀錄(A),課程學習成果(B、C、D),多元表現(F、I、K、M、N),學習歷程自述(O、P、Q),環保時事評析短文、其他有利審查資料,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。 3.其他有利審查資料：歡迎提供校內外多元活動或表現(例如：國內外交流經驗等)，可附學習心得或成果。,面試的理由旨在於評量學生的口語表達能力、分析問題能力及基本環境素養等。,"1.本系以培育兼具環境科學基礎與環境工程應用之專業人才為主，課程特色兼具工程與科學領域，注重實驗操作及實習體驗，歡迎對環境科學及環境工程以及對環境教育有熱忱之學生來申請。
2.本系網址：https://ees.fcu.edu.tw，聯絡電話：(04)24517250轉5203。",70,0,0,2,0,,0,210,,,,,,,,,,,,,,,,,國+數A+自=27、有
015,逢甲大學,015122,光電科學與工程學系,光電系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,後標,--,--,--,--,0,0,0,0,0,0,國英數A自,3,學測國文、英文、數學A、自然之級分總和,,,,,,,,1,1,1,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,面試,審查資料,同級分超額篩選科目一,學測自然級分,1000,修課紀錄(A),課程學習成果(B),多元表現(F、I、K、M、N),學習歷程自述(O、P、Q),其他有利審查資料,,1.審查資料係提供指定項目「資料審查」及「面試」使用，參加第二階段考生皆須繳交審查資料。2.審查重點及準備指引請至本系招生網頁查看。3.其他有助審查資料(可提供)：外語(英文)能力或外語學習歷程，海外交流經驗等心得。,1.優先錄取低收入戶及中低收入戶考生至多1名。2.面試旨在評量學生的口語表達能力、創意思考能力及物理、光電、工程技術等相關素養。,"1.本系以培育光電與半導體產業之高科技人才為目標，特色課程涵蓋半導體、光學設計與鍍膜、三維顯示技術、雷射加工、前瞻光通訊技術等應用領域。所有學生均有參加專題研究、企業實習及海外交流之機會。本系系友近九成在半導體與光電相關產業。
2.本系網頁：https://photonics.fcu.edu.tw，聯絡電話：(04)24517250轉5081。",73,0,0,2,0,,0,219,,,,,,,,,,,,,,,,,國+英+數A+自=36、有
015,逢甲大學,015132,會計學系,會計系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,--,--,後標,--,--,0,3,0,0,4,0,--,0,學測國文、英文、數學B、社會之級分總和,,,,,,,,1,1.5,0,1,1,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,面試,學測國文級分,學測英文級分,學測數學B級分,1000,修課紀錄(A),課程學習成果(B、E),多元表現(F、J、L、M、N),學習歷程自述(O、P、Q),對會計系之瞭解、對國際議題之觀察見解,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。,"1.採個人面試。
2.評量學生的表達能力、反應能力及本系相關知識等。","1.本系教育目標在培養理論與實務兼顧的會計與財務人才，採用CDIO（構思-設計-實作-實踐）的培育模式，並擁有會計辯論隊與電腦稽核隊等學術性系隊，循序漸進地培養學生專業能力。 
2.提供學生到國際會計師事務所、國稅局實習機會。 
3.逢甲會計教育基金會提供多項勵學、清寒、專業證照及競賽等獎學金。
4.本系網址：https://acct.fcu.edu.tw 聯絡電話：04-24517250轉4206(翟小姐)",82,0,0,2,0,,0,246,,,,,,,,,,,,,,,,,社=10、國=10、英=7、有
015,逢甲大學,015142,國際經營與貿易學系,國貿系,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,--,後標,--,--,--,0,0,0,0,0,0,國英數B社,3,學測國文、英文、數學B、社會之級分總和,,,,,,,,1,2,0,1,1,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學科能力測驗成績,學測英文級分,學測國文級分,指定項目甄試成績,1000,修課紀錄(A),課程學習成果(B、C、E),多元表現(F、G、J、L、N),學習歷程自述(O、P、Q),其他有助於審查資料,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有助於審查資料:(1)對本系最有興趣的課程。(2)論述國際經貿時事見解。(3)提供國內外交流經驗。,面試目的在評量學生的英文能力，溝通表達能力及分析能力等。,"1.本系以「培育具國際觀之貿易與商管人才」為設立宗旨，並教育學生具備國際經營貿易專業知識、溝通表達能力、分析能力、專業英文能力、倫理道德理解能力及國際觀。
2.本系訂有英文畢業門檻TOEIC(多益)600分，及國貿相關專業證照畢業門檻，未取得者需補修相關課程。
3.本系網址：https://itra.fcu.edu.tw 聯絡電話：(04)24517250轉4252，洪小姐。",87,0,0,1,0,,0,261,,,,,,,,,,,,,,,,,國+英+數B+社=36、有
015,逢甲大學,015152,國際企業管理全英語學士學位學程,國企全英班,一般,--,--,2025/3/27,2025/5/7,2025/5/16,2025/5/17,,,,2025/5/28,2025/5/30,--,後標,--,--,--,--,--,0,3,0,0,0,0,國英數B,4,學測國文、英文、數學B、社會之級分總和,,,,,,,,1.5,2,0,1.5,1,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,指定項目甄試成績,學科能力測驗成績,學測英文級分,學測數學B級分,1000,修課紀錄(A),課程學習成果(B、C、E),多元表現(F、G、J、L、N),學習歷程自述(O、P、Q),其他有利審查資料,,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有助於審查資料:(1)外語能力學習歷程心得 (2)提供國際或跨文化交流經驗或心得。,面試目的在評量學生的英文能力，溝通表達能力及創意思考等。,"1.專業課程採全英語授課，旨在培育具備國際視野的經營與管理人才。
2.大四需出國研修一年，能攻讀國外大學或碩士學位。
3.最快四年可取得逢甲大學學士學位與國外(學)碩士學位。
4.成績優異者，可申請出國研修獎學金或姊妹校學費互免。
5.本學程網址：https://biba.fcu.edu.tw，聯絡電話：(04)24517250#4096，劉小姐。",31,0,0,1,0,,0,93,,,,,,,,,,,,,,,,,國+英+數B+社=21、英=9、--
